Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,BBL,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Open Data Channel Type,Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location
30277942,03/27/2015 04:19:00 PM,03/28/2015 12:00:00 PM,DSNY,Department of Sanitation,Dirty Conditions,E8 Canine Violation,Sidewalk,11105,,,,,41 STREET,DITMARS BOULEVARD,INTERSECTION,Astoria,,N/A,Closed,,The Department of Sanitation investigated this complaint and found no violation at the location.,03/28/2015 12:00:00 PM,01 QUEENS,,QUEENS,1010470,220674,PHONE,Unspecified,QUEENS,,,,,,,,40.77233661091446,-73.90533609598134,"(40.77233661091446, -73.90533609598134)"
30271792,03/27/2015 03:52:00 PM,03/30/2015 12:00:00 PM,DSNY,Department of Sanitation,Dirty Conditions,E8 Canine Violation,Sidewalk,10314,6 COMSTOCK AVENUE,COMSTOCK AVENUE,JULES DRIVE,ZECK COURT,,,ADDRESS,STATEN ISLAND,,N/A,Closed,,The Department of Sanitation investigated this complaint and found no violation at the location.,03/30/2015 12:00:00 PM,01 STATEN ISLAND,5016440049,STATEN ISLAND,940635,164669,PHONE,Unspecified,STATEN ISLAND,,,,,,,,40.6185474648436,-74.15710354554041,"(40.6185474648436, -74.15710354554041)"
30273733,03/27/2015 02:26:00 PM,03/28/2015 12:00:00 PM,DSNY,Department of Sanitation,Dirty Conditions,E8 Canine Violation,Sidewalk,10035,70 PALADINO AVENUE,PALADINO AVENUE,BEND,BEND,,,ADDRESS,NEW YORK,,N/A,Closed,,The Department of Sanitation investigated this complaint and found no violation at the location.,03/28/2015 12:00:00 PM,11 MANHATTAN,1018080001,MANHATTAN,1003707,230171,PHONE,Unspecified,MANHATTAN,,,,,,,,40.798420806778914,-73.9297255095368,"(40.798420806778914, -73.9297255095368)"
30271767,03/27/2015 01:45:00 PM,03/28/2015 12:00:00 PM,DSNY,Department of Sanitation,Dirty Conditions,E8 Canine Violation,Sidewalk,10466,2116 PITMAN AVENUE,PITMAN AVENUE,HILL AVENUE,MONTICELLO AVENUE,,,ADDRESS,BRONX,,N/A,Closed,,The Department of Sanitation investigated this complaint and found no violation at the location.,03/28/2015 12:00:00 PM,12 BRONX,2050300008,BRONX,1028247,266343,PHONE,Unspecified,BRONX,,,,,,,,40.897613991534435,-73.84085510522632,"(40.897613991534435, -73.84085510522632)"
30274765,03/27/2015 01:41:00 PM,04/13/2015 12:00:00 PM,DSNY,Department of Sanitation,Dirty Conditions,E8 Canine Violation,Sidewalk,11208,1071 NEW LOTS AVENUE,NEW LOTS AVENUE,MILFORD STREET,LOGAN STREET,,,ADDRESS,BROOKLYN,,N/A,Closed,,The Department of Sanitation investigated this complaint and found no violation at the location.,04/13/2015 12:00:00 PM,05 BROOKLYN,3042770033,BROOKLYN,1018887,183262,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.669620840811604,-73.87514017542145,"(40.669620840811604, -73.87514017542145)"
30277936,03/27/2015 12:51:00 PM,03/30/2015 12:00:00 PM,DSNY,Department of Sanitation,Dirty Conditions,E8 Canine Violation,Sidewalk,11215,,,,,16 STREET,5 AVENUE,INTERSECTION,BROOKLYN,,N/A,Closed,,The Department of Sanitation investigated this complaint and found no violation at the location.,03/30/2015 12:00:00 PM,07 BROOKLYN,,BROOKLYN,987076,181541,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.66496438422267,-73.9898135198406,"(40.66496438422267, -73.9898135198406)"
30271773,03/27/2015 12:39:00 PM,03/28/2015 12:00:00 PM,DSNY,Department of Sanitation,Dirty Conditions,E8 Canine Violation,Sidewalk,10001,,,,,WEST 29 STREET,10 AVENUE,INTERSECTION,NEW YORK,,N/A,Closed,,The Department of Sanitation investigated this complaint and found no violation at the location.,03/28/2015 12:00:00 PM,04 MANHATTAN,,MANHATTAN,983854,213049,PHONE,Unspecified,MANHATTAN,,,,,,,,40.75144682372682,-74.00142925794471,"(40.75144682372682, -74.00142925794471)"
30276839,03/27/2015 12:00:00 PM,03/28/2015 12:00:00 PM,DSNY,Department of Sanitation,Dirty Conditions,E8 Canine Violation,Sidewalk,11414,156-11 97 STREET,97 STREET,BRIDGETON STREET,,,,ADDRESS,Howard Beach,,N/A,Closed,,The Department of Sanitation investigated this complaint and found no violation at the location.,03/28/2015 12:00:00 PM,10 QUEENS,4141560081,QUEENS,1029518,180930,PHONE,Unspecified,QUEENS,,,,,,,,40.66317205511962,-73.83683317079488,"(40.66317205511962, -73.83683317079488)"
30274763,03/27/2015 11:54:00 AM,03/28/2015 12:00:00 PM,DSNY,Department of Sanitation,Dirty Conditions,E8 Canine Violation,Sidewalk,10031,603 WEST  138 STREET,WEST  138 STREET,BROADWAY,RIVERSIDE DRIVE,,,ADDRESS,NEW YORK,,N/A,Closed,,The Department of Sanitation investigated this complaint and found no violation at the location.,03/28/2015 12:00:00 PM,09 MANHATTAN,1020870025,MANHATTAN,996959,238830,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.822199636783395,-73.95408143140607,"(40.822199636783395, -73.95408143140607)"
30277410,03/27/2015 11:38:00 AM,03/27/2015 12:00:00 PM,DSNY,Department of Sanitation,Dirty Conditions,E8 Canine Violation,Sidewalk,11355,,,,,58 ROAD,155 STREET,INTERSECTION,Flushing,,N/A,Closed,,The Department of Sanitation investigated this complaint and found no violation at the location.,03/27/2015 12:00:00 PM,07 QUEENS,,QUEENS,1036057,209452,ONLINE,Unspecified,QUEENS,,,,,,,,40.74142222679526,-73.81304423845268,"(40.74142222679526, -73.81304423845268)"
30277941,03/27/2015 11:31:00 AM,03/28/2015 12:00:00 PM,DSNY,Department of Sanitation,Dirty Conditions,E8 Canine Violation,Sidewalk,10466,,,,,EAST 225 STREET,PAULDING AVENUE,INTERSECTION,BRONX,,N/A,Closed,,The Department of Sanitation investigated this complaint and found no violation at the location.,03/28/2015 12:00:00 PM,12 BRONX,,BRONX,1025193,261774,PHONE,Unspecified,BRONX,,,,,,,,40.88508824995079,-73.85192987526672,"(40.88508824995079, -73.85192987526672)"
30274756,03/27/2015 10:57:00 AM,03/29/2015 12:00:00 PM,DSNY,Department of Sanitation,Dirty Conditions,E8 Canine Violation,Sidewalk,11236,1082 EAST   84 STREET,EAST   84 STREET,CHURCH LANE,AVENUE K,,,ADDRESS,BROOKLYN,,N/A,Closed,,The Department of Sanitation investigated this complaint and found no violation at the location.,03/29/2015 12:00:00 PM,18 BROOKLYN,3080350001,BROOKLYN,1010086,170376,PHONE,Unspecified,BROOKLYN,,,,,,,,40.63428165504721,-73.90691544692322,"(40.63428165504721, -73.90691544692322)"
30276891,03/27/2015 10:02:00 AM,03/30/2015 12:00:00 PM,DSNY,Department of Sanitation,Dirty Conditions,E8 Canine Violation,Sidewalk,10467,2540 BARKER AVENUE,BARKER AVENUE,MACE AVENUE,ALLERTON AVENUE,,,ADDRESS,BRONX,,N/A,Closed,,The Department of Sanitation investigated this complaint and found no violation at the location.,03/30/2015 12:00:00 PM,11 BRONX,2044280021,BRONX,1020388,254038,PHONE,Unspecified,BRONX,,,,,,,,40.86387631956321,-73.86934883065211,"(40.86387631956321, -73.86934883065211)"
30271768,03/27/2015 08:49:00 AM,03/28/2015 12:00:00 PM,DSNY,Department of Sanitation,Dirty Conditions,E8 Canine Violation,Sidewalk,10453,1640 MACOMBS ROAD,MACOMBS ROAD,FEATHERBED LANE,WEST 174 STREET,,,ADDRESS,BRONX,,N/A,Closed,,The Department of Sanitation investigated this complaint and found no violation at the location.,03/28/2015 12:00:00 PM,05 BRONX,2028660007,BRONX,1007378,247919,ONLINE,Unspecified,BRONX,,,,,,,,40.84712517124962,-73.916405483323,"(40.84712517124962, -73.916405483323)"
30265970,03/26/2015 08:35:00 PM,03/27/2015 12:00:00 PM,DSNY,Department of Sanitation,Dirty Conditions,E8 Canine Violation,Sidewalk,10031,,,,,WEST 149 STREET,BROADWAY,INTERSECTION,NEW YORK,,N/A,Closed,,The Department of Sanitation investigated this complaint and found no violation at the location.,03/27/2015 12:00:00 PM,09 MANHATTAN,,MANHATTAN,998477,241299,PHONE,Unspecified,MANHATTAN,,,,,,,,40.828974023743896,-73.9485915496301,"(40.828974023743896, -73.9485915496301)"
30264048,03/26/2015 06:49:00 PM,03/27/2015 12:00:00 PM,DSNY,Department of Sanitation,Dirty Conditions,E8 Canine Violation,Sidewalk,10467,759 EAST  222 STREET,EAST  222 STREET,WHITE PLAINS ROAD,BARNES AVENUE,,,ADDRESS,BRONX,,N/A,Closed,,The Department of Sanitation investigated this complaint and found no violation at the location.,03/27/2015 12:00:00 PM,12 BRONX,2048360017,BRONX,1022982,261795,PHONE,Unspecified,BRONX,,,,,,,,40.88515586922726,-73.8599258086255,"(40.88515586922726, -73.8599258086255)"
30268829,03/26/2015 04:33:00 PM,04/02/2015 12:00:00 PM,DSNY,Department of Sanitation,Dirty Conditions,E8 Canine Violation,Sidewalk,11209,,,,,91 STREET,RIDGE BOULEVARD,INTERSECTION,BROOKLYN,,N/A,Closed,,The Department of Sanitation investigated this complaint and found no violation at the location.,04/02/2015 12:00:00 PM,10 BROOKLYN,,BROOKLYN,974490,165393,PHONE,Unspecified,BROOKLYN,,,,,,,,40.62063667052496,-74.03515712064461,"(40.62063667052496, -74.03515712064461)"
30270792,03/26/2015 04:28:00 PM,03/30/2015 12:00:00 PM,DSNY,Department of Sanitation,Dirty Conditions,E8 Canine Violation,Sidewalk,10314,600 RICHMOND HILL ROAD,RICHMOND HILL ROAD,GOLF VIEW COURT,FOREST HILL ROAD,,,ADDRESS,STATEN ISLAND,,N/A,Closed,,The Department of Sanitation investigated this complaint and found no violation at the location.,03/30/2015 12:00:00 PM,02 STATEN ISLAND,5024507503,STATEN ISLAND,941684,150981,PHONE,Unspecified,STATEN ISLAND,,,,,,,,40.58098183752616,-74.15323874791311,"(40.58098183752616, -74.15323874791311)"
30273731,03/26/2015 03:54:00 PM,03/28/2015 12:00:00 PM,DSNY,Department of Sanitation,Dirty Conditions,E8 Canine Violation,Sidewalk,10039,WEST  149 STREET,WEST  149 STREET,7 AVENUE,8 AVENUE,,,BLOCKFACE,NEW YORK,,N/A,Closed,,The Department of Sanitation investigated this complaint and found no violation at the location.,03/28/2015 12:00:00 PM,10 MANHATTAN,,MANHATTAN,1001219,239780,PHONE,Unspecified,MANHATTAN,,,,,,,,40.82479996034037,-73.93868733434893,"(40.82479996034037, -73.93868733434893)"
30265019,03/26/2015 03:36:00 PM,04/15/2015 12:00:00 PM,DSNY,Department of Sanitation,Dirty Conditions,E8 Canine Violation,Sidewalk,,,,,,EAST 53 STREET,FOSTER AVENUE,INTERSECTION,,,N/A,Closed,,The Department of Sanitation investigated this complaint and found no violation at the location.,04/15/2015 12:00:00 PM,17 BROOKLYN,,BROOKLYN,,,PHONE,Unspecified,BROOKLYN,,,,,,,,,,
